name,type,value,date
楹花,萨拉托加,50016,2018-08-21
水之证,欧根亲王,48879,2018-08-21
Detianyouxi,纳尔逊,48609,2018-08-21
海伦娜的娜,海伦娜,48437,2018-08-21
大西洋的海风,黎赛留,48210,2018-08-21
T.K,胡德,48144,2018-08-21
赤髮の白雪姬,空想,47833,2018-08-21
休比,列克星敦,46890,2018-08-21
仓鲲娃,皇家方舟,70052,2018-08-22
辛西娅·玛格丽特,俾斯麦,63142,2018-08-22
里脊肉真好吃,胡德,60515,2018-08-22
琉璃,胡德,59279,2018-08-22
夜月风云雷光,埃塞克斯,58090,2018-08-22
啾啾南小鸟,俾斯麦,58055,2018-08-22
哈里斯梦娜,胡德,57634,2018-08-22
东方辉晔,黎赛留,54183,2018-08-22
alon,声望,52381,2018-08-22
嘉思,欧根亲王,51650,2018-08-22
银弹,皇家方舟,51501,2018-08-22
凉薄已倾城,纳尔逊,50142,2018-08-22
楹花,萨拉托加,50016,2018-08-22
水之证,欧根亲王,49017,2018-08-22
Detianyouxi,纳尔逊,48739,2018-08-22
T.K,胡德,48482,2018-08-22
海伦娜的娜,海伦娜,48446,2018-08-22
大西洋的海风,黎赛留,48312,2018-08-22
赤髮の白雪姬,空想,47846,2018-08-22
休比,列克星敦,47111,2018-08-22
仓鲲娃,皇家方舟,70052,2018-08-23
辛西娅·玛格丽特,俾斯麦,63142,2018-08-23
里脊肉真好吃,胡德,60515,2018-08-23
琉璃,胡德,59279,2018-08-23
夜月风云雷光,埃塞克斯,58110,2018-08-23
啾啾南小鸟,俾斯麦,58055,2018-08-23
哈里斯梦娜,胡德,57634,2018-08-23
东方辉晔,黎赛留,54208,2018-08-23
alon,声望,52383,2018-08-23
嘉思,欧根亲王,51650,2018-08-23
银弹,皇家方舟,51574,2018-08-23
凉薄已倾城,纳尔逊,50142,2018-08-23
楹花,萨拉托加,50016,2018-08-23
水之证,欧根亲王,49017,2018-08-23
Detianyouxi,纳尔逊,48739,2018-08-23
T.K,胡德,48482,2018-08-23
海伦娜的娜,海伦娜,48446,2018-08-23
大西洋的海风,黎赛留,48312,2018-08-23
赤髮の白雪姬,空想,47846,2018-08-23
休比,列克星敦,47116,2018-08-23
仓鲲娃,皇家方舟,70052,2018-08-24
辛西娅·玛格丽特,俾斯麦,63853,2018-08-24
里脊肉真好吃,胡德,60527,2018-08-24
琉璃,胡德,59468,2018-08-24
夜月风云雷光,埃塞克斯,58247,2018-08-24
啾啾南小鸟,俾斯麦,58210,2018-08-24
哈里斯梦娜,胡德,57634,2018-08-24
东方辉晔,黎赛留,54394,2018-08-24
alon,声望,52388,2018-08-24
嘉思,欧根亲王,51650,2018-08-24
银弹,皇家方舟,51648,2018-08-24
凉薄已倾城,纳尔逊,50280,2018-08-24
楹花,萨拉托加,50016,2018-08-24
水之证,欧根亲王,49169,2018-08-24
Detianyouxi,纳尔逊,48926,2018-08-24
大西洋的海风,黎赛留,48872,2018-08-24
T.K,胡德,48783,2018-08-24
海伦娜的娜,海伦娜,48471,2018-08-24
赤髮の白雪姬,空想,47860,2018-08-24
休比,列克星敦,47231,2018-08-24
仓鲲娃,皇家方舟,70052,2018-08-25
辛西娅·玛格丽特,俾斯麦,63853,2018-08-25
里脊肉真好吃,胡德,60562,2018-08-25
琉璃,胡德,59519,2018-08-25
啾啾南小鸟,俾斯麦,58303,2018-08-25
夜月风云雷光,埃塞克斯,58247,2018-08-25
哈里斯梦娜,胡德,58206,2018-08-25
东方辉晔,黎赛留,54510,2018-08-25
alon,声望,52394,2018-08-25
银弹,皇家方舟,51651,2018-08-25
嘉思,欧根亲王,51650,2018-08-25
凉薄已倾城,纳尔逊,50346,2018-08-25
楹花,萨拉托加,50016,2018-08-25
水之证,欧根亲王,49175,2018-08-25
Detianyouxi,纳尔逊,48926,2018-08-25
大西洋的海风,黎赛留,48879,2018-08-25
T.K,胡德,48790,2018-08-25
海伦娜的娜,海伦娜,48478,2018-08-25
赤髮の白雪姬,空想,47876,2018-08-25
休比,列克星敦,47326,2018-08-25
仓鲲娃,皇家方舟,70052,2018-08-26
辛西娅·玛格丽特,俾斯麦,63947,2018-08-26
里脊肉真好吃,胡德,60617,2018-08-26
琉璃,胡德,59556,2018-08-26
夜月风云雷光,埃塞克斯,58439,2018-08-26
啾啾南小鸟,俾斯麦,58396,2018-08-26
哈里斯梦娜,胡德,58315,2018-08-26
东方辉晔,黎赛留,54626,2018-08-26
alon,声望,52394,2018-08-26
银弹,皇家方舟,51669,2018-08-26
嘉思,欧根亲王,51650,2018-08-26
凉薄已倾城,纳尔逊,50464,2018-08-26
楹花,萨拉托加,50016,2018-08-26
水之证,欧根亲王,49175,2018-08-26
Detianyouxi,纳尔逊,49127,2018-08-26
大西洋的海风,黎赛留,48887,2018-08-26
T.K,胡德,48794,2018-08-26
海伦娜的娜,海伦娜,48484,2018-08-26
赤髮の白雪姬,空想,47907,2018-08-26
休比,列克星敦,47326,2018-08-26
仓鲲娃,皇家方舟,70052,2018-08-27
辛西娅·玛格丽特,俾斯麦,64037,2018-08-27
里脊肉真好吃,胡德,60644,2018-08-27
琉璃,胡德,59621,2018-08-27
夜月风云雷光,埃塞克斯,58531,2018-08-27
啾啾南小鸟,俾斯麦,58498,2018-08-27
哈里斯梦娜,胡德,58315,2018-08-27
东方辉晔,黎赛留,54652,2018-08-27
alon,声望,52399,2018-08-27
银弹,皇家方舟,51689,2018-08-27
嘉思,欧根亲王,51650,2018-08-27
凉薄已倾城,纳尔逊,50464,2018-08-27
楹花,萨拉托加,50016,2018-08-27
水之证,欧根亲王,49195,2018-08-27
Detianyouxi,纳尔逊,49136,2018-08-27
大西洋的海风,黎赛留,48887,2018-08-27
T.K,胡德,48799,2018-08-27
海伦娜的娜,海伦娜,48496,2018-08-27
赤髮の白雪姬,空想,47907,2018-08-27
休比,列克星敦,47463,2018-08-27
仓鲲娃,皇家方舟,70052,2018-08-28
辛西娅·玛格丽特,俾斯麦,64123,2018-08-28
里脊肉真好吃,胡德,60684,2018-08-28
琉璃,胡德,59674,2018-08-28
夜月风云雷光,埃塞克斯,58636,2018-08-28
啾啾南小鸟,俾斯麦,58596,2018-08-28
哈里斯梦娜,胡德,58336,2018-08-28
东方辉晔,黎赛留,54652,2018-08-28
alon,声望,52400,2018-08-28
银弹,皇家方舟,51702,2018-08-28
嘉思,欧根亲王,51650,2018-08-28
凉薄已倾城,纳尔逊,50617,2018-08-28
楹花,萨拉托加,50016,2018-08-28
水之证,欧根亲王,49230,2018-08-28
Detianyouxi,纳尔逊,49206,2018-08-28
T.K,胡德,48967,2018-08-28
大西洋的海风,黎赛留,48887,2018-08-28
海伦娜的娜,海伦娜,48499,2018-08-28
赤髮の白雪姬,空想,47924,2018-08-28
休比,列克星敦,47565,2018-08-28
仓鲲娃,皇家方舟,70052,2018-08-29
辛西娅·玛格丽特,俾斯麦,64196,2018-08-29
里脊肉真好吃,胡德,60720,2018-08-29
琉璃,胡德,59737,2018-08-29
夜月风云雷光,埃塞克斯,58700,2018-08-29
啾啾南小鸟,俾斯麦,58695,2018-08-29
哈里斯梦娜,胡德,58351,2018-08-29
东方辉晔,黎赛留,54779,2018-08-29
alon,声望,52400,2018-08-29
银弹,皇家方舟,51708,2018-08-29
嘉思,欧根亲王,51650,2018-08-29
凉薄已倾城,纳尔逊,50620,2018-08-29
楹花,萨拉托加,50016,2018-08-29
Detianyouxi,纳尔逊,49278,2018-08-29
水之证,欧根亲王,49230,2018-08-29
T.K,胡德,49125,2018-08-29
大西洋的海风,黎赛留,49077,2018-08-29
海伦娜的娜,海伦娜,48499,2018-08-29
赤髮の白雪姬,空想,47924,2018-08-29
休比,列克星敦,47664,2018-08-29
仓鲲娃,皇家方舟,70052,2018-08-30
辛西娅·玛格丽特,俾斯麦,64282,2018-08-30
里脊肉真好吃,胡德,60723,2018-08-30
琉璃,胡德,59804,2018-08-30
夜月风云雷光,埃塞克斯,58803,2018-08-30
啾啾南小鸟,俾斯麦,58791,2018-08-30
哈里斯梦娜,胡德,58351,2018-08-30
东方辉晔,黎赛留,54794,2018-08-30
alon,声望,52407,2018-08-30
银弹,皇家方舟,51721,2018-08-30
嘉思,欧根亲王,51650,2018-08-30
凉薄已倾城,纳尔逊,50668,2018-08-30
楹花,萨拉托加,50016,2018-08-30
Detianyouxi,纳尔逊,49397,2018-08-30
水之证,欧根亲王,49312,2018-08-30
大西洋的海风,黎赛留,49149,2018-08-30
T.K,胡德,49125,2018-08-30
海伦娜的娜,海伦娜,48531,2018-08-30
赤髮の白雪姬,空想,47955,2018-08-30
休比,列克星敦,47762,2018-08-30
仓鲲娃,皇家方舟,70052,2018-08-31
辛西娅·玛格丽特,俾斯麦,64362,2018-08-31
里脊肉真好吃,胡德,60724,2018-08-31
琉璃,胡德,59866,2018-08-31
夜月风云雷光,埃塞克斯,58906,2018-08-31
啾啾南小鸟,俾斯麦,58885,2018-08-31
哈里斯梦娜,胡德,58351,2018-08-31
东方辉晔,黎赛留,54938,2018-08-31
alon,声望,52407,2018-08-31
银弹,皇家方舟,51727,2018-08-31
嘉思,欧根亲王,51650,2018-08-31
凉薄已倾城,纳尔逊,50714,2018-08-31
楹花,萨拉托加,50016,2018-08-31
Detianyouxi,纳尔逊,49469,2018-08-31
T.K,胡德,49384,2018-08-31
水之证,欧根亲王,49318,2018-08-31
大西洋的海风,黎赛留,49225,2018-08-31
海伦娜的娜,海伦娜,48534,2018-08-31
赤髮の白雪姬,空想,47973,2018-08-31
休比,列克星敦,47900,2018-08-31
仓鲲娃,皇家方舟,70052,2018-09-01
辛西娅·玛格丽特,俾斯麦,64442,2018-09-01
里脊肉真好吃,胡德,60730,2018-09-01
琉璃,胡德,59900,2018-09-01
夜月风云雷光,埃塞克斯,59019,2018-09-01
啾啾南小鸟,俾斯麦,58983,2018-09-01
哈里斯梦娜,胡德,58521,2018-09-01
东方辉晔,黎赛留,55036,2018-09-01
alon,声望,52407,2018-09-01
银弹,皇家方舟,51741,2018-09-01
凉薄已倾城,纳尔逊,50763,2018-09-01
T.K,胡德,49491,2018-09-01
Detianyouxi,纳尔逊,49469,2018-09-01
水之证,欧根亲王,49392,2018-09-01
大西洋的海风,黎赛留,49338,2018-09-01
海伦娜的娜,海伦娜,48567,2018-09-01
赤髮の白雪姬,空想,47993,2018-09-01
休比,列克星敦,47978,2018-09-01
なんちゃん,胡德,47865,2018-09-01
游戏杂糖,大青花鱼,46620,2018-09-01
仓鲲娃,皇家方舟,70052,2018-09-02
辛西娅·玛格丽特,俾斯麦,64523,2018-09-02
里脊肉真好吃,胡德,60735,2018-09-02
琉璃,胡德,59938,2018-09-02
夜月风云雷光,埃塞克斯,59130,2018-09-02
啾啾南小鸟,俾斯麦,59079,2018-09-02
哈里斯梦娜,胡德,58608,2018-09-02
东方辉晔,黎赛留,55144,2018-09-02
alon,声望,52410,2018-09-02
银弹,皇家方舟,51752,2018-09-02
凉薄已倾城,纳尔逊,50858,2018-09-02
T.K,胡德,49574,2018-09-02
Detianyouxi,纳尔逊,49469,2018-09-02
大西洋的海风,黎赛留,49424,2018-09-02
水之证,欧根亲王,49406,2018-09-02
海伦娜的娜,海伦娜,48612,2018-09-02
休比,列克星敦,48066,2018-09-02
赤髮の白雪姬,空想,47996,2018-09-02
なんちゃん,胡德,47959,2018-09-02
游戏杂糖,大青花鱼,46685,2018-09-02
仓鲲娃,皇家方舟,70052,2018-09-03
辛西娅·玛格丽特,俾斯麦,64607,2018-09-03
里脊肉真好吃,胡德,60738,2018-09-03
琉璃,胡德,60001,2018-09-03
夜月风云雷光,埃塞克斯,59229,2018-09-03
啾啾南小鸟,俾斯麦,59176,2018-09-03
哈里斯梦娜,胡德,58745,2018-09-03
东方辉晔,黎赛留,55177,2018-09-03
alon,声望,52410,2018-09-03
银弹,皇家方舟,51775,2018-09-03
凉薄已倾城,纳尔逊,50858,2018-09-03
Detianyouxi,纳尔逊,49662,2018-09-03
T.K,胡德,49574,2018-09-03
大西洋的海风,黎赛留,49564,2018-09-03
水之证,欧根亲王,49477,2018-09-03
海伦娜的娜,海伦娜,48671,2018-09-03
休比,列克星敦,48148,2018-09-03
なんちゃん,胡德,48050,2018-09-03
赤髮の白雪姬,空想,48008,2018-09-03
游戏杂糖,大青花鱼,46699,2018-09-03
仓鲲娃,皇家方舟,70052,2018-09-04
辛西娅·玛格丽特,俾斯麦,64607,2018-09-04
里脊肉真好吃,胡德,60738,2018-09-04
琉璃,胡德,60001,2018-09-04
夜月风云雷光,埃塞克斯,59256,2018-09-04
啾啾南小鸟,俾斯麦,59176,2018-09-04
哈里斯梦娜,胡德,58746,2018-09-04
东方辉晔,黎赛留,55177,2018-09-04
alon,声望,52413,2018-09-04
银弹,皇家方舟,51781,2018-09-04
凉薄已倾城,纳尔逊,50858,2018-09-04
Detianyouxi,纳尔逊,49662,2018-09-04
T.K,胡德,49574,2018-09-04
大西洋的海风,黎赛留,49564,2018-09-04
水之证,欧根亲王,49504,2018-09-04
海伦娜的娜,海伦娜,48758,2018-09-04
休比,列克星敦,48148,2018-09-04
なんちゃん,胡德,48050,2018-09-04
赤髮の白雪姬,空想,48008,2018-09-04
游戏杂糖,大青花鱼,46699,2018-09-04
仓鲲娃,皇家方舟,70052,2018-09-05
辛西娅·玛格丽特,俾斯麦,64607,2018-09-05
里脊肉真好吃,胡德,60777,2018-09-05
琉璃,胡德,60121,2018-09-05
夜月风云雷光,埃塞克斯,59440,2018-09-05
啾啾南小鸟,俾斯麦,59366,2018-09-05
哈里斯梦娜,胡德,58890,2018-09-05
东方辉晔,黎赛留,55270,2018-09-05
alon,声望,52416,2018-09-05
银弹,皇家方舟,51794,2018-09-05
凉薄已倾城,纳尔逊,50941,2018-09-05
T.K,胡德,49871,2018-09-05
Detianyouxi,纳尔逊,49811,2018-09-05
大西洋的海风,黎赛留,49729,2018-09-05
水之证,欧根亲王,49562,2018-09-05
海伦娜的娜,海伦娜,48820,2018-09-05
休比,列克星敦,48331,2018-09-05
なんちゃん,胡德,48218,2018-09-05
赤髮の白雪姬,空想,48016,2018-09-05
游戏杂糖,大青花鱼,46808,2018-09-05
仓鲲娃,皇家方舟,70052,2018-09-06
辛西娅·玛格丽特,俾斯麦,64851,2018-09-06
里脊肉真好吃,胡德,60800,2018-09-06
琉璃,胡德,60176,2018-09-06
夜月风云雷光,埃塞克斯,59464,2018-09-06
啾啾南小鸟,俾斯麦,59457,2018-09-06
哈里斯梦娜,胡德,59007,2018-09-06
东方辉晔,黎赛留,55435,2018-09-06
alon,声望,52418,2018-09-06
银弹,皇家方舟,51802,2018-09-06
凉薄已倾城,纳尔逊,50941,2018-09-06
T.K,胡德,50015,2018-09-06
Detianyouxi,纳尔逊,49861,2018-09-06
大西洋的海风,黎赛留,49793,2018-09-06
水之证,欧根亲王,49584,2018-09-06
海伦娜的娜,海伦娜,48820,2018-09-06
休比,列克星敦,48413,2018-09-06
なんちゃん,胡德,48308,2018-09-06
赤髮の白雪姬,空想,48036,2018-09-06
游戏杂糖,大青花鱼,46821,2018-09-06
仓鲲娃,皇家方舟,70052,2018-09-07
辛西娅·玛格丽特,俾斯麦,64973,2018-09-07
里脊肉真好吃,胡德,60805,2018-09-07
琉璃,胡德,60236,2018-09-07
夜月风云雷光,埃塞克斯,59627,2018-09-07
啾啾南小鸟,俾斯麦,59550,2018-09-07
哈里斯梦娜,胡德,59101,2018-09-07
东方辉晔,黎赛留,55527,2018-09-07
alon,声望,52419,2018-09-07
银弹,皇家方舟,51809,2018-09-07
凉薄已倾城,纳尔逊,51006,2018-09-07
T.K,胡德,50197,2018-09-07
Detianyouxi,纳尔逊,49863,2018-09-07
大西洋的海风,黎赛留,49845,2018-09-07
水之证,欧根亲王,49641,2018-09-07
海伦娜的娜,海伦娜,48855,2018-09-07
休比,列克星敦,48511,2018-09-07
なんちゃん,胡德,48394,2018-09-07
赤髮の白雪姬,空想,48043,2018-09-07
游戏杂糖,大青花鱼,46843,2018-09-07
仓鲲娃,皇家方舟,70052,2018-09-08
辛西娅·玛格丽特,俾斯麦,65063,2018-09-08
里脊肉真好吃,胡德,60847,2018-09-08
琉璃,胡德,60282,2018-09-08
夜月风云雷光,埃塞克斯,59734,2018-09-08
啾啾南小鸟,俾斯麦,59652,2018-09-08
哈里斯梦娜,胡德,59101,2018-09-08
东方辉晔,黎赛留,55673,2018-09-08
alon,声望,52419,2018-09-08
银弹,皇家方舟,51821,2018-09-08
凉薄已倾城,纳尔逊,51010,2018-09-08
T.K,胡德,50203,2018-09-08
Detianyouxi,纳尔逊,49921,2018-09-08
大西洋的海风,黎赛留,49905,2018-09-08
水之证,欧根亲王,49641,2018-09-08
海伦娜的娜,海伦娜,48880,2018-09-08
休比,列克星敦,48606,2018-09-08
なんちゃん,胡德,48486,2018-09-08
赤髮の白雪姬,空想,48067,2018-09-08
游戏杂糖,大青花鱼,46867,2018-09-08
仓鲲娃,皇家方舟,70052,2018-09-09
辛西娅·玛格丽特,俾斯麦,65063,2018-09-09
里脊肉真好吃,胡德,60911,2018-09-09
琉璃,胡德,60338,2018-09-09
夜月风云雷光,埃塞克斯,59841,2018-09-09
啾啾南小鸟,俾斯麦,59748,2018-09-09
哈里斯梦娜,胡德,59101,2018-09-09
东方辉晔,黎赛留,55785,2018-09-09
alon,声望,52419,2018-09-09
银弹,皇家方舟,51831,2018-09-09
凉薄已倾城,纳尔逊,51090,2018-09-09
T.K,胡德,50203,2018-09-09
大西洋的海风,黎赛留,49956,2018-09-09
Detianyouxi,纳尔逊,49921,2018-09-09
水之证,欧根亲王,49679,2018-09-09
海伦娜的娜,海伦娜,48891,2018-09-09
休比,列克星敦,48703,2018-09-09
なんちゃん,胡德,48569,2018-09-09
赤髮の白雪姬,空想,48067,2018-09-09
游戏杂糖,大青花鱼,46903,2018-09-09
仓鲲娃,皇家方舟,70052,2018-09-10
辛西娅·玛格丽特,俾斯麦,65063,2018-09-10
里脊肉真好吃,胡德,60962,2018-09-10
琉璃,胡德,60396,2018-09-10
夜月风云雷光,埃塞克斯,59938,2018-09-10
啾啾南小鸟,俾斯麦,59845,2018-09-10
哈里斯梦娜,胡德,59310,2018-09-10
东方辉晔,黎赛留,55789,2018-09-10
alon,声望,52421,2018-09-10
银弹,皇家方舟,51852,2018-09-10
凉薄已倾城,纳尔逊,51105,2018-09-10
T.K,胡德,50320,2018-09-10
大西洋的海风,黎赛留,50014,2018-09-10
Detianyouxi,纳尔逊,49921,2018-09-10
水之证,欧根亲王,49679,2018-09-10
海伦娜的娜,海伦娜,48891,2018-09-10
休比,列克星敦,48718,2018-09-10
なんちゃん,胡德,48653,2018-09-10
赤髮の白雪姬,空想,48129,2018-09-10
游戏杂糖,大青花鱼,46957,2018-09-10
仓鲲娃,皇家方舟,70052,2018-09-11
辛西娅·玛格丽特,俾斯麦,65063,2018-09-11
里脊肉真好吃,胡德,61001,2018-09-11
琉璃,胡德,60456,2018-09-11
夜月风云雷光,埃塞克斯,60040,2018-09-11
啾啾南小鸟,俾斯麦,59940,2018-09-11
哈里斯梦娜,胡德,59310,2018-09-11
东方辉晔,黎赛留,55867,2018-09-11
alon,声望,52422,2018-09-11
银弹,皇家方舟,51860,2018-09-11
凉薄已倾城,纳尔逊,51105,2018-09-11
T.K,胡德,50446,2018-09-11
大西洋的海风,黎赛留,50014,2018-09-11
Detianyouxi,纳尔逊,49921,2018-09-11
水之证,欧根亲王,49690,2018-09-11
海伦娜的娜,海伦娜,48940,2018-09-11
休比,列克星敦,48799,2018-09-11
なんちゃん,胡德,48743,2018-09-11
赤髮の白雪姬,空想,48151,2018-09-11
游戏杂糖,大青花鱼,47057,2018-09-11
仓鲲娃,皇家方舟,70052,2018-09-12
辛西娅·玛格丽特,俾斯麦,65063,2018-09-12
里脊肉真好吃,胡德,61010,2018-09-12
琉璃,胡德,60516,2018-09-12
夜月风云雷光,埃塞克斯,60143,2018-09-12
啾啾南小鸟,俾斯麦,60034,2018-09-12
哈里斯梦娜,胡德,59410,2018-09-12
东方辉晔,黎赛留,55867,2018-09-12
alon,声望,52422,2018-09-12
银弹,皇家方舟,51867,2018-09-12
凉薄已倾城,纳尔逊,51136,2018-09-12
T.K,胡德,50545,2018-09-12
Detianyouxi,纳尔逊,50184,2018-09-12
大西洋的海风,黎赛留,50069,2018-09-12
水之证,欧根亲王,49692,2018-09-12
海伦娜的娜,海伦娜,48940,2018-09-12
休比,列克星敦,48891,2018-09-12
なんちゃん,胡德,48834,2018-09-12
赤髮の白雪姬,空想,48163,2018-09-12
游戏杂糖,大青花鱼,47102,2018-09-12
仓鲲娃,皇家方舟,70052,2018-09-13
辛西娅·玛格丽特,俾斯麦,65449,2018-09-13
里脊肉真好吃,胡德,61016,2018-09-13
琉璃,胡德,60575,2018-09-13
夜月风云雷光,埃塞克斯,60244,2018-09-13
啾啾南小鸟,俾斯麦,60128,2018-09-13
哈里斯梦娜,胡德,59418,2018-09-13
东方辉晔,黎赛留,56014,2018-09-13
alon,声望,52422,2018-09-13
银弹,皇家方舟,51874,2018-09-13
凉薄已倾城,纳尔逊,51148,2018-09-13
T.K,胡德,50550,2018-09-13
Detianyouxi,纳尔逊,50245,2018-09-13
大西洋的海风,黎赛留,50077,2018-09-13
水之证,欧根亲王,49700,2018-09-13
休比,列克星敦,48955,2018-09-13
海伦娜的娜,海伦娜,48947,2018-09-13
なんちゃん,胡德,48927,2018-09-13
赤髮の白雪姬,空想,48178,2018-09-13
游戏杂糖,大青花鱼,47109,2018-09-13
仓鲲娃,皇家方舟,70052,2018-09-14
辛西娅·玛格丽特,俾斯麦,65449,2018-09-14
里脊肉真好吃,胡德,61019,2018-09-14
琉璃,胡德,60636,2018-09-14
夜月风云雷光,埃塞克斯,60348,2018-09-14
啾啾南小鸟,俾斯麦,60222,2018-09-14
哈里斯梦娜,胡德,59419,2018-09-14
东方辉晔,黎赛留,56091,2018-09-14
alon,声望,52422,2018-09-14
银弹,皇家方舟,51882,2018-09-14
凉薄已倾城,纳尔逊,51151,2018-09-14
T.K,胡德,50556,2018-09-14
Detianyouxi,纳尔逊,50245,2018-09-14
大西洋的海风,黎赛留,50084,2018-09-14
水之证,欧根亲王,49707,2018-09-14
休比,列克星敦,49037,2018-09-14
なんちゃん,胡德,49018,2018-09-14
海伦娜的娜,海伦娜,48950,2018-09-14
赤髮の白雪姬,空想,48182,2018-09-14
游戏杂糖,大青花鱼,47122,2018-09-14
仓鲲娃,皇家方舟,70052,2018-09-15
辛西娅·玛格丽特,俾斯麦,65449,2018-09-15
里脊肉真好吃,胡德,61025,2018-09-15
琉璃,胡德,60692,2018-09-15
夜月风云雷光,埃塞克斯,60451,2018-09-15
啾啾南小鸟,俾斯麦,60320,2018-09-15
哈里斯梦娜,胡德,59419,2018-09-15
东方辉晔,黎赛留,56196,2018-09-15
alon,声望,52424,2018-09-15
银弹,皇家方舟,51890,2018-09-15
凉薄已倾城,纳尔逊,51151,2018-09-15
T.K,胡德,50571,2018-09-15
Detianyouxi,纳尔逊,50245,2018-09-15
大西洋的海风,黎赛留,50124,2018-09-15
水之证,欧根亲王,49707,2018-09-15
休比,列克星敦,49140,2018-09-15
なんちゃん,胡德,49111,2018-09-15
海伦娜的娜,海伦娜,48957,2018-09-15
赤髮の白雪姬,空想,48205,2018-09-15
游戏杂糖,大青花鱼,47138,2018-09-15
仓鲲娃,皇家方舟,70052,2018-09-16
辛西娅·玛格丽特,俾斯麦,65752,2018-09-16
里脊肉真好吃,胡德,61031,2018-09-16
琉璃,胡德,60730,2018-09-16
夜月风云雷光,埃塞克斯,60553,2018-09-16
啾啾南小鸟,俾斯麦,60418,2018-09-16
哈里斯梦娜,胡德,59595,2018-09-16
东方辉晔,黎赛留,56242,2018-09-16
alon,声望,52428,2018-09-16
银弹,皇家方舟,51938,2018-09-16
凉薄已倾城,纳尔逊,51290,2018-09-16
T.K,胡德,50671,2018-09-16
Detianyouxi,纳尔逊,50439,2018-09-16
大西洋的海风,黎赛留,50124,2018-09-16
水之证,欧根亲王,49707,2018-09-16
休比,列克星敦,49261,2018-09-16
なんちゃん,胡德,49197,2018-09-16
海伦娜的娜,海伦娜,48957,2018-09-16
赤髮の白雪姬,空想,48246,2018-09-16
谯笪雪晴,昆西,47217,2018-09-16
仓鲲娃,皇家方舟,70052,2018-09-17
辛西娅·玛格丽特,俾斯麦,65752,2018-09-17
里脊肉真好吃,胡德,61063,2018-09-17
琉璃,胡德,60785,2018-09-17
夜月风云雷光,埃塞克斯,60660,2018-09-17
啾啾南小鸟,俾斯麦,60514,2018-09-17
哈里斯梦娜,胡德,59687,2018-09-17
东方辉晔,黎赛留,56315,2018-09-17
alon,声望,52428,2018-09-17
银弹,皇家方舟,52001,2018-09-17
凉薄已倾城,纳尔逊,51301,2018-09-17
T.K,胡德,50671,2018-09-17
Detianyouxi,纳尔逊,50514,2018-09-17
大西洋的海风,黎赛留,50233,2018-09-17
水之证,欧根亲王,49707,2018-09-17
休比,列克星敦,49375,2018-09-17
なんちゃん,胡德,49282,2018-09-17
海伦娜的娜,海伦娜,48996,2018-09-17
赤髮の白雪姬,空想,48267,2018-09-17
谯笪雪晴,昆西,47217,2018-09-17
仓鲲娃,皇家方舟,70052,2018-09-18
辛西娅·玛格丽特,俾斯麦,65752,2018-09-18
里脊肉真好吃,胡德,61098,2018-09-18
琉璃,胡德,60822,2018-09-18
夜月风云雷光,埃塞克斯,60695,2018-09-18
啾啾南小鸟,俾斯麦,60609,2018-09-18
哈里斯梦娜,胡德,59687,2018-09-18
东方辉晔,黎赛留,56315,2018-09-18
alon,声望,52430,2018-09-18
银弹,皇家方舟,52009,2018-09-18
凉薄已倾城,纳尔逊,51301,2018-09-18
T.K,胡德,50671,2018-09-18
Detianyouxi,纳尔逊,50519,2018-09-18
大西洋的海风,黎赛留,50233,2018-09-18
水之证,欧根亲王,49707,2018-09-18
休比,列克星敦,49479,2018-09-18
なんちゃん,胡德,49378,2018-09-18
海伦娜的娜,海伦娜,49015,2018-09-18
赤髮の白雪姬,空想,48271,2018-09-18
谯笪雪晴,昆西,47348,2018-09-18
仓鲲娃,皇家方舟,70052,2018-09-19
辛西娅·玛格丽特,俾斯麦,65752,2018-09-19
里脊肉真好吃,胡德,61124,2018-09-19
琉璃,胡德,60822,2018-09-19
夜月风云雷光,埃塞克斯,60799,2018-09-19
啾啾南小鸟,俾斯麦,60609,2018-09-19
哈里斯梦娜,胡德,59687,2018-09-19
东方辉晔,黎赛留,56325,2018-09-19
alon,声望,52430,2018-09-19
银弹,皇家方舟,52009,2018-09-19
凉薄已倾城,纳尔逊,51324,2018-09-19
T.K,胡德,50671,2018-09-19
Detianyouxi,纳尔逊,50519,2018-09-19
大西洋的海风,黎赛留,50322,2018-09-19
水之证,欧根亲王,49707,2018-09-19
休比,列克星敦,49493,2018-09-19
なんちゃん,胡德,49378,2018-09-19
海伦娜的娜,海伦娜,49015,2018-09-19
赤髮の白雪姬,空想,48271,2018-09-19
谯笪雪晴,昆西,47348,2018-09-19
仓鲲娃,皇家方舟,70052,2018-09-20
辛西娅·玛格丽特,俾斯麦,66052,2018-09-20
里脊肉真好吃,胡德,61127,2018-09-20
夜月风云雷光,埃塞克斯,60948,2018-09-20
琉璃,胡德,60929,2018-09-20
啾啾南小鸟,俾斯麦,60705,2018-09-20
哈里斯梦娜,胡德,59882,2018-09-20
东方辉晔,黎赛留,56384,2018-09-20
alon,声望,52431,2018-09-20
银弹,皇家方舟,52067,2018-09-20
凉薄已倾城,纳尔逊,51357,2018-09-20
T.K,胡德,50951,2018-09-20
Detianyouxi,纳尔逊,50524,2018-09-20
大西洋的海风,黎赛留,50423,2018-09-20
水之证,欧根亲王,49746,2018-09-20
休比,列克星敦,49610,2018-09-20
なんちゃん,胡德,49506,2018-09-20
